class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Drinking,0.44542384147644043,0.38505762815475464,-0.48583343625068665,0.9994148015975952,0.47472715377807617,0.33197522163391113,-0.5256817936897278,0.9984258413314819,0.4900292754173279,0.3324166536331177,-0.5257132649421692,0.9978658556938171,0.5099881887435913,0.3316974639892578,-0.5258101224899292,0.9980307221412659,0.4474779963493347,0.32166948914527893,-0.4586685597896576,0.99897301197052,0.4396953582763672,0.3156888484954834,-0.45874419808387756,0.9988744854927063,0.43135303258895874,0.3095545172691345,-0.45927953720092773,0.9993465542793274,0.571945309638977,0.344218373298645,-0.5149894952774048,0.9986264705657959,0.4544130861759186,0.3144417405128479,-0.20518669486045837,0.999325156211853,0.4687236249446869,0.436908483505249,-0.46713459491729736,0.9994081258773804,0.43459004163742065,0.43780505657196045,-0.38093316555023193,0.9994588494300842,0.7103155255317688,0.6288475394248962,-0.4784543514251709,0.991168737411499,0.41761013865470886,0.5312545895576477,0.0568653829395771,0.9998465776443481,0.6717361807823181,1.0477339029312134,-0.5080057382583618,0.9635332226753235,0.26387473940849304,0.7957493662834167,-0.17157824337482452,0.991696834564209,0.425817608833313,1.0005567073822021,-0.4346497654914856,0.9124379754066467,0.3172973394393921,0.5946668982505798,-0.713513195514679,0.9977867603302002,0.36089205741882324,1.0200823545455933,-0.45900729298591614,0.7707008123397827,0.33419573307037354,0.5351229906082153,-0.7842369675636292,0.987789511680603,0.34295856952667236,0.9631176590919495,-0.40015849471092224,0.7720257639884949,0.3515421450138092,0.4903637766838074,-0.7149844169616699,0.9854831695556641,0.3632809519767761,0.949436366558075,-0.4007878601551056,0.7864779233932495,0.3562242388725281,0.5072747468948364,-0.7030096054077148,0.9858015179634094,0.6437950730323792,1.159981608390808,-0.12822021543979645,0.3342756927013397,0.46208181977272034,1.1236571073532104,0.13001738488674164,0.6238837838172913,0.6031609177589417,1.5960781574249268,-0.13778159022331238,0.007848343811929226,0.42752569913864136,1.5623446702957153,0.25217512249946594,0.011058217845857143,0.5966193079948425,1.994286298751831,0.29208168387413025,4.7249333874788135e-05,0.43893149495124817,1.9682737588882446,0.5877711176872253,0.0001284533936996013,0.6139008402824402,2.059682846069336,0.3182903528213501,6.46312691969797e-05,0.44481128454208374,2.0305538177490234,0.6137951612472534,0.00010347945499233902,0.531923770904541,2.1234750747680664,0.018486129119992256,6.966279761400074e-05,0.419877290725708,2.1173899173736572,0.3261384665966034,0.0002482014533597976
Drinking,0.39823734760284424,0.4900096654891968,-0.5971068739891052,0.9999706745147705,0.411165714263916,0.4429854154586792,-0.5552207231521606,0.9999442100524902,0.4228290021419525,0.4455651342868805,-0.5553709864616394,0.9999539852142334,0.4344531297683716,0.4487362802028656,-0.555116593837738,0.9999356269836426,0.3647066652774811,0.43486499786376953,-0.5765494704246521,0.9999547004699707,0.34388452768325806,0.4339303970336914,-0.5766295790672302,0.999962329864502,0.32542142271995544,0.43589848279953003,-0.5768156051635742,0.9999322891235352,0.44325312972068787,0.47659915685653687,-0.28796663880348206,0.9999542236328125,0.28559809923171997,0.4705110788345337,-0.37848004698753357,0.9999560117721558,0.41557368636131287,0.5588231682777405,-0.49464157223701477,0.999961256980896,0.3680703639984131,0.5513874292373657,-0.520977258682251,0.9999691247940063,0.4837210774421692,0.6669711470603943,-0.18368957936763763,0.9999247789382935,0.19770346581935883,0.6882506012916565,-0.2728979289531708,0.9992073178291321,0.5925958156585693,0.7637346386909485,-0.410582035779953,0.9896296858787537,0.14026686549186707,0.8930950164794922,-0.5944321155548096,0.9255056977272034,0.5519389510154724,0.8028010725975037,-0.8550339937210083,0.9928887486457825,0.2584201693534851,0.9821442365646362,-1.0217171907424927,0.7232435345649719,0.5502272844314575,0.8683809638023376,-0.9678264260292053,0.9763020873069763,0.28707030415534973,1.0391680002212524,-1.1216113567352295,0.5871293544769287,0.5094860792160034,0.8372759819030762,-0.9646480679512024,0.9751894474029541,0.30033063888549805,0.9854415059089661,-1.114875078201294,0.592536211013794,0.5010485649108887,0.8202693462371826,-0.8648562431335449,0.9748831391334534,0.29609304666519165,0.9693081378936768,-1.0274369716644287,0.6200141310691833,0.4484241306781769,1.20939302444458,0.007694107014685869,0.8863935470581055,0.26153436303138733,1.2179087400436401,-0.005965484771877527,0.8052626848220825,0.44274094700813293,1.6157238483428955,0.16200129687786102,0.05652189999818802,0.2715149521827698,1.625564694404602,0.21583575010299683,0.022104227915406227,0.4359816312789917,1.995639443397522,0.5553008317947388,0.003197710495442152,0.2646653652191162,1.9948549270629883,0.6059324145317078,0.003976545296609402,0.4288804233074188,2.049546241760254,0.5781325697898865,0.0039052630309015512,0.26238930225372314,2.05419921875,0.6319181323051453,0.0058136312291026115,0.42512279748916626,2.137583017349243,0.28838855028152466,0.006196750793606043,0.2837654650211334,2.11262583732605,0.3112509548664093,0.005183697212487459
Drinking,0.5348272919654846,0.2602037191390991,-0.16847506165504456,0.9999485015869141,0.5509582161903381,0.23339994251728058,-0.17579837143421173,0.9999374151229858,0.5619720816612244,0.23159128427505493,-0.1756649613380432,0.9999510049819946,0.5741420388221741,0.23032516241073608,-0.17573440074920654,0.9999308586120605,0.5331584215164185,0.2354181408882141,-0.13856540620326996,0.9999498128890991,0.5299788117408752,0.23549777269363403,-0.13872885704040527,0.9999654293060303,0.5268665552139282,0.23590123653411865,-0.13886699080467224,0.9999557733535767,0.605405867099762,0.24396727979183197,-0.13795460760593414,0.9999605417251587,0.5438197255134583,0.24863308668136597,0.038220614194869995,0.9999330043792725,0.557355523109436,0.2944317162036896,-0.15112654864788055,0.9999748468399048,0.5353859066963196,0.29213547706604004,-0.10070870071649551,0.9999575614929199,0.7023192048072815,0.39180782437324524,-0.21001559495925903,0.999812662601471,0.5359505414962769,0.4322887063026428,0.18698595464229584,0.9996442794799805,0.6590585112571716,0.6613677740097046,-0.3141876757144928,0.9448696970939636,0.4699946641921997,0.6272813081741333,-0.052270885556936264,0.9504346251487732,0.5013470649719238,0.7758991718292236,-0.33203068375587463,0.922951877117157,0.48688551783561707,0.3875975012779236,-0.41878631711006165,0.9676854610443115,0.46970394253730774,0.8218388557434082,-0.3589034676551819,0.8555216789245605,0.48332130908966064,0.32119137048721313,-0.47676464915275574,0.926535427570343,0.4533504843711853,0.7953287363052368,-0.3530958294868469,0.8466134071350098,0.4899058938026428,0.31188368797302246,-0.4264128804206848,0.9064228534698486,0.4566569924354553,0.7731541991233826,-0.3241273760795593,0.85136878490448,0.4986319839954376,0.33435681462287903,-0.407973974943161,0.885107696056366,0.7051056027412415,0.7993874549865723,-0.13124977052211761,0.9997739195823669,0.5949288606643677,0.7716991305351257,0.13085825741291046,0.9995846152305603,0.5907609462738037,0.6779102087020874,-0.5511420965194702,0.9446408152580261,0.3754678964614868,0.6535159349441528,-0.03886328637599945,0.8193373084068298,0.42319029569625854,0.9669520854949951,-0.45631206035614014,0.7556718587875366,0.30274584889411926,0.9598968625068665,-0.21105952560901642,0.4874371290206909,0.42993271350860596,1.014222264289856,-0.43955767154693604,0.7170308232307434,0.3231252431869507,1.0220658779144287,-0.22773543000221252,0.5534238219261169,0.29716140031814575,1.0556000471115112,-0.543467104434967,0.7615256309509277,0.19952274858951569,1.0541263818740845,-0.33587920665740967,0.5218817591667175
Drinking,0.6472235321998596,0.5513088703155518,-0.8519099354743958,0.9999470710754395,0.6636565923690796,0.5008094310760498,-0.8112947940826416,0.9998846054077148,0.676374077796936,0.4998052418231964,-0.8112304210662842,0.9998395442962646,0.6867297887802124,0.4986236095428467,-0.8111034631729126,0.9996812343597412,0.6228570938110352,0.49661073088645935,-0.8374173045158386,0.9999376535415649,0.603228747844696,0.4937264621257782,-0.8376209735870361,0.9999479055404663,0.5825625061988831,0.4926151633262634,-0.8375736474990845,0.9999420642852783,0.6930321455001831,0.5067403316497803,-0.527378499507904,0.9996194839477539,0.5334471464157104,0.5094641447067261,-0.6465056538581848,0.9999817609786987,0.6587873697280884,0.5974875688552856,-0.7372705936431885,0.9997369647026062,0.6211618185043335,0.5974156260490417,-0.7708736658096313,0.9999507665634155,0.707078754901886,0.6341516971588135,-0.2569901943206787,0.9990928173065186,0.47852230072021484,0.6911602020263672,-0.5128622055053711,0.9999146461486816,0.7522355914115906,0.7284221649169922,-0.23771758377552032,0.7098333835601807,0.42592474818229675,0.8993065357208252,-0.6466164588928223,0.9976000189781189,0.7912656664848328,0.7726094722747803,-0.6540592908859253,0.8938578963279724,0.569312334060669,0.9089686870574951,-0.9349591135978699,0.9945553541183472,0.8205419778823853,0.8062227964401245,-0.7492625713348389,0.872185230255127,0.6134656071662903,0.9171512722969055,-1.0287365913391113,0.9841387867927551,0.797681987285614,0.7890336513519287,-0.7702223062515259,0.8780871629714966,0.6209008097648621,0.864484429359436,-1.0348830223083496,0.9846582412719727,0.7709150910377502,0.7701220512390137,-0.6752142906188965,0.8815298676490784,0.6110125184059143,0.8560373187065125,-0.9397919178009033,0.9811145663261414,0.6577121615409851,0.9977967143058777,0.07756755501031876,0.9124824404716492,0.5396158695220947,1.03804612159729,-0.07672233879566193,0.9339926242828369,0.729189395904541,1.0397982597351074,0.4365578591823578,0.20968689024448395,0.5522903203964233,1.179577350616455,0.27627718448638916,0.4858814477920532,0.7342672944068909,1.2244553565979004,0.929755687713623,0.03357655927538872,0.5806299448013306,1.3217685222625732,0.6973011493682861,0.09388654679059982,0.718355119228363,1.2680492401123047,0.9731481671333313,0.05359072610735893,0.569787323474884,1.353990912437439,0.7342877984046936,0.11589924246072769,0.7852262258529663,1.3025360107421875,0.8966671228408813,0.055854666978120804,0.6620897650718689,1.3890819549560547,0.5798047184944153,0.08736108988523483
Drinking,0.5406934022903442,0.29803961515426636,-1.0537573099136353,0.9999914169311523,0.5225807428359985,0.2628050446510315,-0.9619923830032349,0.9998270869255066,0.5248967409133911,0.2612178325653076,-0.9611222147941589,0.9999545812606812,0.5262526273727417,0.25965815782546997,-0.9603386521339417,0.9997732043266296,0.4995407164096832,0.26630568504333496,-1.077186942100525,0.999901533126831,0.48429596424102783,0.26785868406295776,-1.0779964923858643,0.9999765157699585,0.46418297290802,0.2704300880432129,-1.0784608125686646,0.9998824596405029,0.48357081413269043,0.27652353048324585,-0.5237005949020386,0.9999644756317139,0.3746747076511383,0.2976590394973755,-1.0495493412017822,0.999996542930603,0.5464526414871216,0.3372463583946228,-0.8913706541061401,0.9999843835830688,0.5144129395484924,0.3431386947631836,-1.0438965559005737,0.999995231628418,0.6023906469345093,0.5257421731948853,-0.22041037678718567,0.9999920129776001,0.1452595591545105,0.5582700967788696,-0.951113760471344,0.9999310970306396,0.9088607430458069,0.7209921479225159,-0.5504281520843506,0.9976016879081726,-0.0006493330001831055,0.8854983448982239,-0.7248059511184692,0.9524173140525818,0.8067924976348877,0.46489644050598145,-1.0649358034133911,0.9998371601104736,-0.047862738370895386,1.1555290222167969,-0.4746231138706207,0.9931584000587463,0.780951738357544,0.3816649317741394,-1.1594552993774414,0.9985402822494507,-0.08535856008529663,1.2309658527374268,-0.4345315098762512,0.9889160394668579,0.7480378746986389,0.36794185638427734,-0.9783393144607544,0.9980220794677734,-0.05593389272689819,1.2336031198501587,-0.560749888420105,0.9892430305480957,0.7382405996322632,0.40184199810028076,-1.0135072469711304,0.9980728626251221,-0.026644974946975708,1.2158637046813965,-0.5144750475883484,0.9887756109237671,0.5247933864593506,0.9952335953712463,0.19788579642772675,0.09962631016969681,0.30103570222854614,1.0109124183654785,-0.19416429102420807,0.047599662095308304,0.5686702132225037,1.4144086837768555,0.42380425333976746,0.0054268562234938145,0.26666638255119324,1.4138888120651245,0.07038668543100357,0.005938507150858641,0.5389058589935303,1.7257024049758911,1.2492469549179077,0.00010031374404206872,0.26527535915374756,1.7198548316955566,0.7812361121177673,0.00027225661324337125,0.529202938079834,1.7858668565750122,1.304671287536621,0.0003730981843546033,0.24214518070220947,1.7819219827651978,0.829180896282196,0.0011599488789215684,0.5699326992034912,1.8340868949890137,0.903756856918335,0.0016433772398158908,0.3769749104976654,1.825282096862793,0.30960702896118164,0.0009002725128084421
Drinking,0.48817092180252075,0.28418540954589844,-1.2576667070388794,0.9996009469032288,0.5301353335380554,0.23874926567077637,-1.2643561363220215,0.9988954067230225,0.5626019239425659,0.23555119335651398,-1.2647796869277954,0.9992545247077942,0.5927982330322266,0.23392397165298462,-1.2651087045669556,0.9988792538642883,0.46618351340293884,0.24421286582946777,-1.1738851070404053,0.9988705515861511,0.4482925832271576,0.24422836303710938,-1.1735279560089111,0.9991328120231628,0.4300442934036255,0.24463427066802979,-1.1743265390396118,0.9987988471984863,0.6557552218437195,0.24831782281398773,-1.000967025756836,0.9995525479316711,0.44476622343063354,0.26207804679870605,-0.5446332693099976,0.9983990788459778,0.5421224236488342,0.3309139907360077,-1.1468162536621094,0.9998664855957031,0.46819451451301575,0.3370094299316406,-1.0191084146499634,0.9995865225791931,0.8456751704216003,0.5405468940734863,-0.8366426825523376,0.9996742010116577,0.34411463141441345,0.4827156960964203,-0.15561999380588531,0.9996383190155029,0.8597092628479004,0.8975102305412292,-0.9033856391906738,0.954619288444519,0.15123522281646729,0.7726335525512695,-0.7893884778022766,0.9863808751106262,0.7441451549530029,1.0938622951507568,-1.1715725660324097,0.8323929309844971,0.2018866240978241,0.5873867273330688,-2.252847671508789,0.9968400001525879,0.7186578512191772,1.1857937574386597,-1.279355525970459,0.585479199886322,0.20115132629871368,0.526907205581665,-2.4620871543884277,0.9862917065620422,0.6621065139770508,1.1620240211486816,-1.3079795837402344,0.6520822644233704,0.22799430787563324,0.4968159794807434,-2.4146621227264404,0.9862094521522522,0.6586993336677551,1.1244266033172607,-1.1809219121932983,0.7042316794395447,0.24462512135505676,0.5180180668830872,-2.2689592838287354,0.9848963022232056,0.6442831754684448,1.029279351234436,-0.23303398489952087,0.5106889009475708,0.32537704706192017,0.9834737777709961,0.2369014173746109,0.6220116019248962,0.6037183403968811,1.4331260919570923,-0.08142584562301636,0.017994148656725883,0.3081345558166504,1.3787143230438232,1.082912802696228,0.009052949957549572,0.5765109062194824,1.761871099472046,0.8622070550918579,0.000420703727286309,0.28254133462905884,1.7193851470947266,2.314007520675659,0.0003280821838416159,0.5962865352630615,1.8179807662963867,0.9212635159492493,0.0006302690017037094,0.27617377042770386,1.7807897329330444,2.4223086833953857,0.0004674775118473917,0.46417301893234253,1.8832906484603882,0.24423760175704956,0.0001820163888623938,0.25128865242004395,1.8356194496154785,1.7969069480895996,0.0005667633377015591
Drinking,0.4843985438346863,0.3085970878601074,-0.7767800092697144,0.9999817609786987,0.5017271041870117,0.2836558520793915,-0.737317681312561,0.9999330043792725,0.514847457408905,0.2826172411441803,-0.737339198589325,0.9999392032623291,0.5256869792938232,0.2802719473838806,-0.7371770739555359,0.9998588562011719,0.4508608877658844,0.27875596284866333,-0.752153217792511,0.9999196529388428,0.4279227554798126,0.27475079894065857,-0.752286434173584,0.9999234676361084,0.40712666511535645,0.2717321217060089,-0.7521830201148987,0.9998452663421631,0.5276553630828857,0.27879247069358826,-0.4470520317554474,0.9998169541358948,0.3588321805000305,0.2796468436717987,-0.5258330702781677,0.9999033212661743,0.5040691494941711,0.334025502204895,-0.6603260636329651,0.999903678894043,0.44942694902420044,0.3332635164260864,-0.6833679676055908,0.9999071359634399,0.5608468055725098,0.396096408367157,-0.2515879273414612,0.9999679327011108,0.30121153593063354,0.39748427271842957,-0.30146297812461853,0.9999912977218628,0.5784520506858826,0.5534897446632385,-0.5456222295761108,0.9428048729896545,0.29275763034820557,0.5318123698234558,-0.5949302315711975,0.9687159061431885,0.5624380707740784,0.46429818868637085,-1.0902671813964844,0.9866503477096558,0.29277968406677246,0.42181092500686646,-1.1324611902236938,0.9899930357933044,0.5693165063858032,0.4408044219017029,-1.1731189489364624,0.9750571846961975,0.2901610732078552,0.3885485827922821,-1.2301236391067505,0.9792457818984985,0.56489098072052,0.41613414883613586,-1.1541588306427002,0.967912495136261,0.30321115255355835,0.3721731901168823,-1.2011055946350098,0.9715496301651001,0.5578334927558899,0.42446577548980713,-1.0916905403137207,0.9395644664764404,0.30863040685653687,0.38191092014312744,-1.1302971839904785,0.9479831457138062,0.5348930358886719,0.6221961975097656,0.018358752131462097,0.999896764755249,0.36338624358177185,0.6258715987205505,-0.01748347282409668,0.9999686479568481,0.6398302316665649,0.691922128200531,-0.7809508442878723,0.9876030087471008,0.286848783493042,0.6842420101165771,-0.951063871383667,0.9877296090126038,0.7765985131263733,0.8258205652236938,-0.6374808549880981,0.9861103296279907,0.3250592350959778,0.8394210338592529,-0.5398195385932922,0.9886857271194458,0.7708917856216431,0.863371729850769,-0.6427103281021118,0.9758852124214172,0.3673548996448517,0.8685179948806763,-0.5206472277641296,0.9733669757843018,0.8809463977813721,0.8588831424713135,-0.9666857719421387,0.9864149689674377,0.29001420736312866,0.934977650642395,-0.8344661593437195,0.982205331325531
Drinking,0.46118614077568054,0.4136706590652466,-0.5052353143692017,0.9973379969596863,0.48384830355644226,0.3532811403274536,-0.4902080297470093,0.9929486513137817,0.4999072551727295,0.3458544611930847,-0.48998433351516724,0.9950433969497681,0.5145356059074402,0.34032320976257324,-0.4900639057159424,0.9941648840904236,0.4442194700241089,0.36926454305648804,-0.4803465008735657,0.9899594187736511,0.4348215162754059,0.37136179208755493,-0.4801865518093109,0.9914088845252991,0.4268065392971039,0.37287265062332153,-0.48053205013275146,0.9888417720794678,0.5365018844604492,0.3487946391105652,-0.30106890201568604,0.9984305500984192,0.4277929961681366,0.38725870847702026,-0.2285730242729187,0.9832060933113098,0.4961588978767395,0.4488675892353058,-0.4235163629055023,0.9991841912269592,0.4528234601020813,0.4626739025115967,-0.4042958915233612,0.9975741505622864,0.6699251532554626,0.5095273852348328,-0.17701171338558197,0.9999510049819946,0.37430790066719055,0.6030491590499878,-0.0967867448925972,0.9983779191970825,0.8461405038833618,0.7945877313613892,-0.33108988404273987,0.9865754246711731,0.3554227352142334,0.9764420390129089,-0.3924142122268677,0.9636240005493164,0.6129398345947266,0.7861101627349854,-0.5377499461174011,0.8787562251091003,0.4613798260688782,0.6032468676567078,-0.7564411759376526,0.9918249845504761,0.5453634858131409,0.8262808322906494,-0.5794975757598877,0.7095981240272522,0.47880449891090393,0.5036486983299255,-0.8232280611991882,0.9716171026229858,0.5154470801353455,0.8046612739562988,-0.5049915909767151,0.757662296295166,0.4681362211704254,0.472182959318161,-0.752821683883667,0.967863917350769,0.5298794507980347,0.7793025374412537,-0.5054954290390015,0.716194212436676,0.4678601920604706,0.504081130027771,-0.7353113293647766,0.953162431716919,0.6711695790290833,0.9880558848381042,-0.03572985157370567,0.07010814547538757,0.47579503059387207,1.0083062648773193,0.03900271654129028,0.02512160688638687,0.7259036898612976,1.3171868324279785,-0.42458441853523254,0.13566432893276215,0.4571946859359741,1.406961441040039,-0.13221007585525513,0.036206647753715515,0.6536677479743958,1.6700454950332642,0.15051883459091187,0.0028728393372148275,0.45645275712013245,1.732919692993164,0.1583397090435028,0.0017607874469831586,0.6412739753723145,1.7137526273727417,0.1926557868719101,0.0061243800446391106,0.4582602381706238,1.7762327194213867,0.17552143335342407,0.001144103822298348,0.6396185755729675,1.8354120254516602,-0.0915549248456955,0.0024474160745739937,0.4860323667526245,1.9028483629226685,-0.1435791403055191,0.0015620101476088166
Drinking,0.35265809297561646,0.20587193965911865,-0.10570158064365387,0.999677300453186,0.38516169786453247,0.17890477180480957,-0.08041468262672424,0.9995989203453064,0.40374669432640076,0.17870301008224487,-0.0805497094988823,0.9996639490127563,0.423158198595047,0.17896080017089844,-0.08120422065258026,0.999692440032959,0.3514687418937683,0.18013203144073486,-0.043885041028261185,0.9994729161262512,0.34489619731903076,0.18049782514572144,-0.04351677745580673,0.999437153339386,0.33866578340530396,0.18082082271575928,-0.043799687176942825,0.9994968175888062,0.47266465425491333,0.19390791654586792,0.056375253945589066,0.9995799660682678,0.35764914751052856,0.19481617212295532,0.22450336813926697,0.9990787506103516,0.3980182409286499,0.2411644458770752,-0.056534238159656525,0.9998812675476074,0.3514273464679718,0.24086296558380127,-0.00846892036497593,0.9998047947883606,0.6453832387924194,0.3136099576950073,0.12462984025478363,0.999925971031189,0.27166613936424255,0.3466852605342865,0.3518851399421692,0.9993810653686523,0.8539470434188843,0.49711528420448303,-0.08279845863580704,0.9956568479537964,0.05168920382857323,0.5188825130462646,0.013850707560777664,0.9922419786453247,0.5641785264015198,0.5206695199012756,-0.43425270915031433,0.9926889538764954,0.18903250992298126,0.34149065613746643,-0.5352948904037476,0.9918892979621887,0.48228907585144043,0.5300613641738892,-0.5394790768623352,0.9800089597702026,0.20003503561019897,0.27845627069473267,-0.6565567851066589,0.9706257581710815,0.459994912147522,0.4882955849170685,-0.4852830171585083,0.9795780777931213,0.2332720160484314,0.2675970196723938,-0.5844380259513855,0.9631962180137634,0.47952520847320557,0.48210108280181885,-0.4075254201889038,0.967997670173645,0.25055617094039917,0.28596633672714233,-0.5186909437179565,0.9585756659507751,0.6996482610702515,0.6805712580680847,0.020594043657183647,0.9630779027938843,0.4408826529979706,0.7280867695808411,-0.019603872671723366,0.9104055762290955,0.849260151386261,0.7267329692840576,-0.9204990267753601,0.955231249332428,0.458588570356369,0.8544533252716064,-0.46478167176246643,0.9051576256752014,0.9114242792129517,1.1675528287887573,-0.7760592103004456,0.5700985789299011,0.49900802969932556,1.2565363645553589,-0.3843657672405243,0.29070186614990234,0.8733674883842468,1.2200021743774414,-0.7723180651664734,0.35384735465049744,0.526809573173523,1.2986407279968262,-0.38011205196380615,0.20881657302379608,0.9915449619293213,1.3343513011932373,-1.1476538181304932,0.1973210573196411,0.5167527198791504,1.3947858810424805,-0.7236895561218262,0.09570254385471344
Drinking,0.47559964656829834,0.43512940406799316,-0.8799607753753662,0.9971951246261597,0.5125864148139954,0.4055597186088562,-0.8977658152580261,0.9953399896621704,0.5247144103050232,0.4099518656730652,-0.8977477550506592,0.9925823211669922,0.5375446677207947,0.41567105054855347,-0.8978375196456909,0.9922615885734558,0.49211081862449646,0.395660936832428,-0.8359091877937317,0.9966487288475037,0.48823216557502747,0.3924793004989624,-0.836347758769989,0.9964145421981812,0.48472270369529724,0.389354407787323,-0.8367875218391418,0.9979121088981628,0.5787252187728882,0.45816248655319214,-0.8020275235176086,0.990123450756073,0.5182934403419495,0.4214181900024414,-0.5206416845321655,0.9964422583580017,0.4861116409301758,0.4935941696166992,-0.8347015976905823,0.9959944486618042,0.4646892845630646,0.47651249170303345,-0.7544723749160767,0.998027503490448,0.6988579630851746,0.7069908380508423,-0.6271250247955322,0.9402222037315369,0.4048154950141907,0.6498180627822876,-0.24114102125167847,0.9980708956718445,0.7534318566322327,0.8988759517669678,-0.6492438912391663,0.6573587656021118,0.177290678024292,0.9434947967529297,-0.5066915154457092,0.9941825270652771,0.727981686592102,1.060206413269043,-0.6998268365859985,0.27285054326057434,0.1732698380947113,0.6196993589401245,-1.069150686264038,0.9947428703308105,0.7137325406074524,1.0967462062835693,-0.7324737310409546,0.18679159879684448,0.16932561993598938,0.5304266810417175,-1.163042664527893,0.9742116332054138,0.7003945112228394,1.063223123550415,-0.7225252985954285,0.21110518276691437,0.20816165208816528,0.5289646983146667,-1.0970053672790527,0.9767513275146484,0.6986249089241028,1.0535240173339844,-0.6932135224342346,0.1979973465204239,0.21963292360305786,0.5577742457389832,-1.0617133378982544,0.9704356789588928,0.6338915228843689,1.2166504859924316,-0.1215462014079094,0.046707410365343094,0.45541471242904663,1.2108465433120728,0.12250613421201706,0.13278710842132568,0.6678334474563599,1.531854510307312,-0.16473126411437988,0.11569482833147049,0.5067456960678101,1.5395958423614502,0.26678338646888733,0.07809828221797943,0.6911227703094482,1.8977175951004028,0.42959415912628174,0.007111947517842054,0.537084698677063,1.9226508140563965,0.7832751274108887,0.006685934029519558,0.6989768743515015,1.9582934379577637,0.4705570936203003,0.0034406911581754684,0.5435872673988342,1.9812672138214111,0.827692449092865,0.007726415991783142,0.6746184825897217,2.012333393096924,0.125069722533226,0.006819083355367184,0.52900630235672,2.048393964767456,0.48865461349487305,0.014149392955005169
